"Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"1","0","1","9130","daytime","0",120,"0","0","3","0",120,0,1,0,"female",0,20,0,1,6,11,3,12,0,12.4,0.5,1.79,"Dropout"
"1","1","5","9773","daytime","1",126,"0","0","0","0",121.1,0,1,1,"female",0,18,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"1","1","2","9147","daytime","1",133,"0","19","0","7",120.4,1,0,1,"female",0,22,0,0,5,5,5,15.8,0,8.9,1.4,3.51,"Graduate"
"1","1","6","9500","daytime","1",103,"1","0","0","0",100.6,1,0,1,"female",0,22,0,0,8,9,7,14.3428571428571,0,11.1,0.6,2.02,"Graduate"
"1","17","1","9773","daytime","1",120,"1","38","5","5",121.4,0,0,0,"female",0,20,0,0,6,7,5,13.8,0,12.4,0.5,1.79,"Dropout"
"1","39","1","9991","evening","1",133.1,"37","37","9","9",109.7,0,0,1,"female",0,29,0,0,5,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","17","2","9238","daytime","1",130,"19","19","9","9",127.6,1,0,1,"female",0,18,0,0,6,8,5,13.2,0,11.1,0.6,2.02,"Graduate"
"1","17","6","9500","daytime","1",132,"37","19","0","7",132.4,1,0,1,"female",1,22,0,0,8,9,7,13.7714285714286,0,11.1,0.6,2.02,"Graduate"
"1","0","1","8014","evening","0",130,"1","19","9","9",133.4,0,0,1,"female",1,21,0,2,6,7,6,13.2857142857143,0,12.4,0.5,1.79,"Graduate"
"1","1","1","9238","daytime","1",139,"37","38","9","9",126.1,0,0,1,"female",1,19,0,0,6,7,6,12.8333333333333,0,12.7,3.7,-1.7,"Graduate"
"1","39","1","9254","daytime","1",130,"19","38","9","7",113.5,0,0,1,"female",1,24,0,0,6,6,6,14.1666666666667,0,12.4,0.5,1.79,"Graduate"
"1","1","3","9130","daytime","1",167,"37","37","0","0",159.3,0,0,1,"female",0,19,0,0,5,5,5,15.8,0,7.6,2.6,0.32,"Graduate"
"1","39","1","9991","evening","1",130,"38","38","9","9",120,0,0,1,"female",0,27,0,0,5,10,5,11,0,9.4,-0.8,-3.12,"Dropout"
"1","1","1","9500","daytime","1",130,"1","19","5","5",129.1,1,0,1,"female",0,18,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,"Graduate"
"2","0","1","9254","daytime","0",130,"1","0","4","3",130,0,0,1,"female",0,39,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"1","39","1","9130","daytime","0",129,"0","0","0","0",155.3,1,0,1,"female",0,27,0,5,11,13,10,12.9,0,12.4,0.5,1.79,"Dropout"
"1","17","1","9500","daytime","1",141,"38","38","0","0",139.8,1,0,1,"female",0,18,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,"Graduate"
"1","1","2","9500","daytime","1",125,"19","19","9","9",114.9,0,0,1,"female",0,18,0,0,8,12,7,12.2214285714286,0,16.2,0.3,-0.92,"Graduate"
"1","0","1","9238","daytime","0",130,"19","1","9","9",131.9,0,0,1,"female",1,21,0,2,6,7,6,12,0,13.9,-0.3,0.79,"Graduate"
"0","0","1","9500","daytime","0",133.1,"1","1","5","5",126,1,0,1,"male",0,29,0,1,8,10,5,11,0,13.9,-0.3,0.79,"Dropout"
"1","1","3","171","daytime","1",139,"19","19","5","3",128.2,1,0,1,"male",1,19,0,0,0,0,0,0,0,10.8,1.4,1.74,"Graduate"
"1","0","1","9003","daytime","0",130,"19","37","9","9",130,1,0,1,"male",0,23,0,0,6,7,6,12.4285714285714,0,8.9,1.4,3.51,"Graduate"
"1","1","3","9147","daytime","1",125,"1","38","0","7",120.1,0,1,1,"male",0,19,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,"Dropout"
"1","17","1","9500","daytime","1",150,"37","19","0","0",130.8,0,0,1,"male",0,24,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,"Graduate"
"1","1","1","171","daytime","1",141,"19","19","5","0",135.8,1,0,1,"male",0,19,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","17","4","9254","daytime","1",118,"38","37","5","7",111.7,1,0,1,"male",0,18,0,0,6,12,1,12,0,12.4,0.5,1.79,"Dropout"
"1","1","2","9773","daytime","1",142,"38","38","9","9",132.9,1,0,1,"male",0,18,0,0,6,11,3,12.3333333333333,0,10.8,1.4,1.74,"Graduate"
"1","17","3","9147","daytime","1",120,"19","19","4","7",115.5,1,1,1,"male",0,18,0,0,5,11,3,10.8571428571429,0,10.8,1.4,1.74,"Dropout"
"1","0","4","9254","daytime","1",106,"19","37","0","7",106,1,0,1,"male",1,21,0,0,6,11,1,11,0,9.4,-0.8,-3.12,"Dropout"
"1","17","4","9773","daytime","1",121,"1","19","9","0",120.3,1,1,1,"male",1,19,0,0,6,6,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate"
"1","17","4","9500","daytime","1",150,"38","37","9","9",130.8,0,0,1,"male",1,22,0,0,8,9,8,15.0555555555556,0,16.2,0.3,-0.92,"Graduate"
"2","39","1","8014","evening","1",120,"37","37","9","0",117,0,0,1,"male",0,33,0,0,6,6,6,11.6666666666667,0,10.8,1.4,1.74,"Graduate"
"1","1","6","9853","daytime","1",114,"19","19","9","9",110.2,1,0,1,"male",0,20,0,0,6,7,5,12.2,0,10.8,1.4,1.74,"Dropout"
"1","39","1","9991","evening","0",140,"0","0","0","0",155.7,1,0,1,"male",0,35,1,0,5,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1","39","1","9003","daytime","0",160,"0","0","4","0",180.4,0,1,1,"male",0,24,0,7,12,14,10,13.3,0,12.4,0.5,1.79,"Dropout"
"2","39","1","8014","evening","1",130,"37","37","9","0",110,1,0,1,"female",0,33,0,0,6,11,5,11,0,9.4,-0.8,-3.12,"Graduate"
"1","0","1","9500","daytime","1",160,"37","38","9","7",161,1,0,1,"female",1,22,0,0,8,8,7,13.08,0,10.8,1.4,1.74,"Graduate"
"1","39","1","9670","daytime","1",120,"1","19","4","5",100,0,0,1,"female",1,25,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,"Graduate"
"1","17","1","9070","daytime","1",124,"19","38","4","0",117.6,1,0,1,"male",0,20,1,0,6,6,5,11.2,0,7.6,2.6,0.32,"Graduate"
"1","39","1","9500","daytime","1",133.1,"1","1","4","0",100.8,0,0,1,"male",0,24,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","17","2","9773","daytime","1",133.1,"19","1","9","9",105,1,0,0,"female",0,21,0,0,6,6,6,13.5,0,8.9,1.4,3.51,"Graduate"
"1","0","1","9130","daytime","1",133.1,"1","1","4","0",100,0,0,1,"female",0,26,1,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout"
"2","39","1","9853","daytime","0",133.1,"37","0","0","0",115.5,0,0,1,"female",0,39,0,0,6,14,0,0,1,7.6,2.6,0.32,"Dropout"
"2","39","1","8014","evening","1",133.1,"37","19","9","9",114,0,0,1,"female",0,44,0,0,6,7,6,12.3333333333333,0,12.7,3.7,-1.7,"Graduate"
"1","1","5","9773","daytime","1",135,"37","1","5","5",124.9,1,0,1,"female",0,18,0,0,6,6,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate"
"1","1","5","9500","daytime","1",132,"37","37","0","7",120.3,1,0,1,"female",1,18,0,0,8,9,8,14.4777777777778,0,12.4,0.5,1.79,"Graduate"
"1","1","4","9500","daytime","1",115,"0","0","0","0",111.5,1,1,0,"female",0,19,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","0","1","9085","daytime","0",130,"38","38","9","9",128.8,0,0,1,"female",0,21,0,4,9,14,5,13.4,0,8.9,1.4,3.51,"Dropout"
"1","1","4","171","daytime","1",133.1,"1","1","9","0",110,1,0,1,"female",0,20,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Graduate"
"2","39","1","8014","evening","1",130,"37","37","0","5",113.5,1,0,1,"female",0,36,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"0","39","1","9003","daytime","0",133.1,"37","37","9","0",160,0,0,1,"female",0,43,0,10,13,14,13,14.2307692307692,1,15.5,2.8,-4.06,"Graduate"
"1","0","1","9853","daytime","1",123,"19","19","9","7",117.4,1,0,1,"female",0,19,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"1","0","1","9070","daytime","1",130,"0","1","0","0",122.2,0,1,1,"female",0,20,0,5,11,11,11,12.2727272727273,0,11.1,0.6,2.02,"Graduate"
"1","1","2","9238","daytime","1",122,"37","38","4","7",118.2,1,0,1,"female",0,19,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","1","1","9085","daytime","1",113,"1","1","4","0",106.7,1,0,1,"female",0,20,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,"Dropout"
"1","1","5","9500","daytime","1",111,"0","0","4","3",108.2,1,0,1,"female",0,20,0,0,7,10,5,12.3,0,12.4,0.5,1.79,"Dropout"
"1","1","1","9238","daytime","1",142,"37","37","0","7",136.1,1,0,1,"female",0,18,0,0,6,6,6,15,0,13.9,-0.3,0.79,"Graduate"
"1","1","1","9085","daytime","1",131,"19","19","9","9",139.8,1,0,1,"female",0,19,0,0,5,5,5,12.8,0,10.8,1.4,1.74,"Graduate"
"1","1","3","9773","daytime","1",158,"1","38","4","7",157,1,0,1,"female",0,18,0,0,6,7,6,12.5714285714286,0,10.8,1.4,1.74,"Graduate"
"1","17","2","9500","daytime","1",122,"37","37","9","9",131,1,0,1,"female",0,18,1,0,7,7,6,12.5166666666667,1,7.6,2.6,0.32,"Dropout"
"1","1","2","9085","daytime","1",140,"37","38","9","7",137,0,0,1,"female",0,18,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9147","daytime","1",127,"0","19","4","5",121.8,0,0,1,"female",0,18,0,0,5,5,5,14,0,11.1,0.6,2.02,"Graduate"
"1","17","1","9254","daytime","1",133.1,"1","1","4","5",131,1,0,1,"female",0,21,0,0,6,12,2,11,0,9.4,-0.8,-3.12,"Dropout"
"1","1","2","9147","daytime","1",120,"19","19","9","7",118.6,1,0,1,"female",0,19,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,"Graduate"
"1","1","1","171","daytime","1",137,"0","19","0","9",122.3,0,0,1,"female",0,19,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1","1","1","9670","daytime","1",131,"38","38","9","9",127.9,0,0,1,"female",1,19,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9085","daytime","1",130,"19","38","4","7",121.3,1,0,1,"female",0,19,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,"Graduate"
"1","17","6","9556","daytime","1",122,"1","1","4","5",117.1,1,0,1,"female",0,19,0,0,7,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","0","1","9085","daytime","0",160,"37","37","9","9",160,1,0,1,"female",0,20,0,1,6,17,5,13.7777777777778,0,12.4,0.5,1.79,"Graduate"
"1","17","3","9238","daytime","1",131,"1","0","5","3",122.6,1,0,1,"female",0,18,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate"
"1","17","6","9500","daytime","1",132,"1","37","0","9",128,1,0,1,"female",0,19,0,0,8,9,8,15.0111111111111,0,12.4,0.5,1.79,"Graduate"
"1","1","3","9500","daytime","1",138,"19","19","5","0",124.9,1,0,1,"female",1,18,0,0,8,9,7,13.7428571428571,0,13.9,-0.3,0.79,"Dropout"
"1","17","2","9070","daytime","1",130,"37","37","9","9",123.7,1,0,1,"female",0,18,0,0,6,6,6,13,0,7.6,2.6,0.32,"Graduate"
"1","1","4","9147","daytime","1",126,"1","19","4","0",120.1,1,0,1,"female",0,19,0,0,5,5,5,14.6,0,8.9,1.4,3.51,"Graduate"
"1","17","6","9500","daytime","1",148,"1","19","3","3",131.7,1,0,1,"female",0,19,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","43","1","9238","daytime","1",130,"38","37","9","7",133.2,0,0,1,"female",0,20,0,2,7,8,7,11.7142857142857,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9670","daytime","1",117,"1","38","3","9",109.3,0,1,0,"female",1,19,0,0,6,9,4,12.5,0,12.4,0.5,1.79,"Dropout"
"1","17","1","9670","daytime","1",120,"19","19","5","5",113,1,0,1,"female",0,20,0,0,5,5,4,11.5,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9773","daytime","1",153,"1","1","0","0",157.9,0,1,1,"female",1,18,0,0,6,6,6,14.8333333333333,0,8.9,1.4,3.51,"Graduate"
"1","0","1","9500","daytime","1",178,"19","1","4","0",174.7,0,0,1,"female",0,18,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,"Graduate"
"1","1","5","9500","daytime","1",129,"37","37","9","9",128.8,1,0,1,"female",0,19,0,0,7,7,6,12.6666666666667,0,7.6,2.6,0.32,"Graduate"
"1","1","6","9773","daytime","1",116,"19","1","4","0",110.1,1,0,1,"female",1,19,0,0,6,10,5,12,0,12.4,0.5,1.79,"Graduate"
"1","1","3","9238","daytime","1",135,"1","0","9","0",121,1,0,1,"female",1,19,0,0,6,6,6,11.5,0,12.4,0.5,1.79,"Graduate"
"1","1","3","9500","daytime","1",141,"19","19","9","7",131.7,1,0,1,"female",1,19,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,"Graduate"
"1","17","5","9853","daytime","1",132,"37","38","5","0",119.1,1,0,1,"female",1,19,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,"Graduate"
"1","1","4","9254","daytime","1",132,"0","19","9","9",124.7,1,0,1,"female",0,19,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"1","17","1","9254","daytime","1",113,"1","37","9","0",117.2,1,0,1,"female",0,20,0,0,6,12,3,11.6666666666667,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9147","daytime","1",134,"0","19","0","0",128.8,0,0,1,"female",0,18,0,0,5,9,5,14.1666666666667,0,13.9,-0.3,0.79,"Graduate"
"1","1","1","9500","daytime","1",136,"1","19","9","9",131.5,0,0,1,"female",1,20,0,0,8,9,7,14.1785714285714,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9085","daytime","1",129,"1","38","4","7",123.4,0,0,1,"female",0,19,0,0,5,6,5,13.4,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9853","daytime","1",137,"37","37","9","9",132.8,1,0,1,"female",0,18,0,0,6,8,5,11.8,0,7.6,2.6,0.32,"Graduate"
"1","43","1","9853","daytime","1",115,"0","37","0","5",108.7,1,0,1,"female",0,21,0,0,6,12,3,10,0,9.4,-0.8,-3.12,"Dropout"
"1","1","1","9853","daytime","1",129,"38","37","0","0",138.1,0,0,1,"female",0,19,0,0,6,10,4,11.5,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9147","daytime","1",131,"38","38","9","9",126.5,0,0,1,"female",1,18,0,0,5,5,5,11.8,0,12.4,0.5,1.79,"Graduate"
"1","17","2","9238","daytime","1",133,"1","37","0","9",127.4,1,0,1,"female",1,18,0,0,6,7,6,11.8571428571429,0,12.7,3.7,-1.7,"Graduate"
"1","1","3","9238","daytime","1",125,"19","1","9","0",123.6,1,0,1,"female",0,20,0,0,6,9,6,11.8333333333333,0,9.4,-0.8,-3.12,"Graduate"
"1","39","1","8014","evening","1",120,"1","19","0","0",122,0,0,1,"female",1,24,0,0,6,9,5,12.6,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9670","daytime","1",128,"19","1","4","0",118.2,0,0,1,"female",0,19,0,0,6,9,6,13,0,10.8,1.4,1.74,"Dropout"
"1","1","1","9500","daytime","1",127,"19","37","9","7",123.9,1,0,1,"female",1,18,0,0,8,12,7,12.7611111111111,0,15.5,2.8,-4.06,"Graduate"
"1","1","2","9500","daytime","1",134,"19","19","9","9",125.8,1,0,1,"female",0,18,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,"Graduate"
"1","17","5","9853","daytime","1",132,"0","0","4","0",123.3,1,0,1,"female",0,21,0,0,6,10,3,11,0,10.8,1.4,1.74,"Dropout"
"1","17","2","9670","daytime","1",124,"1","19","5","0",124.4,0,0,1,"female",0,19,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Graduate"
"1","17","1","9773","daytime","1",133.1,"19","37","0","7",126,0,0,1,"female",1,19,0,0,6,7,6,13,0,15.5,2.8,-4.06,"Graduate"
"1","17","3","9238","daytime","1",125,"19","19","0","0",121.5,0,0,1,"female",0,19,0,0,6,12,4,11,0,13.9,-0.3,0.79,"Graduate"
"1","39","1","9500","daytime","0",130,"0","0","0","0",130,0,0,1,"female",0,29,0,1,8,8,7,14.2571428571429,0,12.7,3.7,-1.7,"Graduate"
"1","43","1","9238","daytime","1",125,"19","19","4","0",117,1,0,1,"female",0,21,0,0,6,12,2,11.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"1","17","2","9556","daytime","1",133.1,"37","37","3","0",108,0,0,1,"female",0,20,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,"Graduate"
"1","17","1","9500","daytime","1",131,"0","38","4","5",132.3,1,0,1,"female",0,19,0,0,7,7,6,11.6833333333333,0,7.6,2.6,0.32,"Graduate"
"1","0","1","8014","evening","1",150,"19","0","4","0",148,0,0,1,"female",0,26,0,0,6,8,5,12,0,9.4,-0.8,-3.12,"Graduate"
"1","17","2","9254","daytime","1",125,"37","37","9","0",122.6,1,1,0,"female",0,20,0,0,6,6,6,13.1666666666667,0,11.1,0.6,2.02,"Dropout"
"1","39","1","9853","daytime","1",130,"37","19","9","5",102.5,0,0,1,"female",0,27,0,0,6,10,5,12,0,7.6,2.6,0.32,"Graduate"
"1","1","2","9500","daytime","1",123,"0","0","0","0",113.3,1,0,1,"female",0,20,0,0,7,8,4,11.95,0,7.6,2.6,0.32,"Dropout"
"1","1","5","9853","daytime","1",141,"37","19","9","5",133,1,0,1,"female",0,18,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,"Dropout"
"1","0","1","9500","daytime","0",140,"1","1","9","5",140,0,0,1,"female",0,33,0,3,8,10,6,14.5833333333333,0,16.2,0.3,-0.92,"Dropout"
"1","43","1","9853","daytime","1",140,"0","1","3","3",128.3,1,0,1,"female",0,35,0,13,19,19,19,12.7894736842105,0,12.4,0.5,1.79,"Graduate"
"1","39","1","9773","daytime","0",133.1,"19","19","3","0",104,0,1,0,"female",0,27,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"1","0","3","9070","daytime","1",131,"1","37","5","5",122.3,1,0,0,"female",0,19,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","17","2","9254","daytime","1",143,"1","19","4","0",135,0,0,1,"female",0,20,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"1","0","2","9147","daytime","1",132,"0","0","5","7",119.1,1,1,0,"female",0,20,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Dropout"
"1","17","3","9500","daytime","1",141,"38","1","9","0",129,1,0,1,"female",1,18,0,0,7,7,6,13.05,0,7.6,2.6,0.32,"Graduate"
"1","39","1","9085","daytime","1",133.1,"1","19","9","9",162.3,1,0,1,"female",0,24,0,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout"
"1","17","4","9070","daytime","1",148,"1","0","4","0",163.4,1,0,1,"female",0,20,0,0,6,6,6,12,0,16.2,0.3,-0.92,"Graduate"
"1","1","1","9254","daytime","1",125,"19","38","9","0",121.5,0,0,1,"female",1,21,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,"Graduate"
"1","39","1","9147","daytime","1",140,"0","0","4","3",118,1,0,1,"female",0,24,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1","0","1","9853","daytime","1",139,"1","1","4","0",134,0,0,1,"female",0,21,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"1","1","4","9500","daytime","1",142,"38","38","9","0",129.8,1,0,1,"female",0,18,0,0,8,8,7,12.2428571428571,0,12.7,3.7,-1.7,"Graduate"
"1","39","1","9991","evening","0",130,"19","1","3","0",152,1,0,1,"female",0,27,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"1","0","6","9500","daytime","1",126,"37","37","5","5",122.8,1,0,1,"female",0,18,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,"Graduate"
"1","0","1","9119","daytime","0",150,"0","0","0","0",150,0,0,1,"female",0,35,0,0,5,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","1","1","9853","daytime","1",130,"19","19","3","0",131.8,0,0,1,"female",0,18,0,0,7,8,7,14.4285714285714,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9085","daytime","1",138,"1","1","4","7",132.1,1,0,1,"female",0,19,0,0,5,13,4,14.3333333333333,2,10.8,1.4,1.74,"Graduate"
"1","1","4","9238","daytime","1",127,"19","19","4","0",127.4,1,0,1,"female",0,20,0,0,6,6,6,11.3333333333333,0,7.6,2.6,0.32,"Graduate"
"1","1","4","9500","daytime","1",140,"19","19","0","7",129.5,1,0,1,"female",0,18,0,0,8,8,7,12.3242857142857,0,10.8,1.4,1.74,"Graduate"
"1","0","1","9238","daytime","0",130,"38","38","5","0",126.7,0,1,1,"female",0,21,0,2,6,7,6,11.7142857142857,0,13.9,-0.3,0.79,"Graduate"
"1","17","2","9238","daytime","1",128,"19","37","9","0",116.5,0,0,1,"female",1,18,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,"Graduate"
"1","1","1","9238","daytime","1",132,"0","0","0","0",119.1,1,0,1,"female",0,18,0,0,6,9,4,10.75,0,7.6,2.6,0.32,"Graduate"
